,state,county,state_name,county_name,estimate_population
14009,45,33,South Carolina,Dillon County,27577
14015,45,35,South Carolina,Dorchester County,174663
14021,45,37,South Carolina,Edgefield County,29455
14027,45,39,South Carolina,Fairfield County,20369
14033,45,41,South Carolina,Florence County,138049
14039,45,43,South Carolina,Georgetown County,66035
14045,45,45,South Carolina,Greenville County,570745
14051,45,47,South Carolina,Greenwood County,70041
14057,45,49,South Carolina,Hampton County,18172
14063,45,51,South Carolina,Horry County,413391
14069,45,53,South Carolina,Jasper County,35618
14075,45,55,South Carolina,Kershaw County,71698
14081,45,57,South Carolina,Lancaster County,111652
14087,45,59,South Carolina,Laurens County,70545
14093,45,61,South Carolina,Lee County,15958
14099,45,63,South Carolina,Lexington County,313774
14105,45,65,South Carolina,McCormick County,9983
14111,45,67,South Carolina,Marion County,28368
14117,45,69,South Carolina,Marlboro County,25498
14123,45,71,South Carolina,Newberry County,39203
14129,45,73,South Carolina,Oconee County,82475
14135,45,75,South Carolina,Orangeburg County,83129
14141,45,77,South Carolina,Pickens County,138207
14147,45,79,South Carolina,Richland County,430651
14153,45,81,South Carolina,Saluda County,19452
14159,45,83,South Carolina,Spartanburg County,369256
14165,45,85,South Carolina,Sumter County,104776
14171,45,87,South Carolina,Union County,26678
14177,45,89,South Carolina,Williamsburg County,29865
14183,45,91,South Carolina,York County,303001
14189,46,3,South Dakota,Aurora County,2752
14195,46,5,South Dakota,Beadle County,19459
14201,46,7,South Dakota,Bennett County,3289
14207,46,9,South Dakota,Bon Homme County,7071
14213,46,11,South Dakota,Brookings County,36359
14219,46,13,South Dakota,Brown County,37495
14225,46,15,South Dakota,Brule County,5261
14231,46,17,South Dakota,Buffalo County,1825
14237,46,19,South Dakota,Butte County,10891
14243,46,21,South Dakota,Campbell County,1342
14249,46,23,South Dakota,Charles Mix County,9343
14255,46,25,South Dakota,Clark County,3974
14261,46,27,South Dakota,Clay County,15245
14267,46,29,South Dakota,Codington County,29278
14273,46,31,South Dakota,Corson County,3747
14279,46,33,South Dakota,Custer County,9330
14285,46,35,South Dakota,Davison County,19907
14291,46,37,South Dakota,Day County,5408
14297,46,39,South Dakota,Deuel County,4335
14303,46,41,South Dakota,Dewey County,5322
14309,46,43,South Dakota,Douglas County,2849
14315,46,45,South Dakota,Edmunds County,4027
14321,46,47,South Dakota,Fall River County,7359
14327,46,49,South Dakota,Faulk County,2136
14333,46,51,South Dakota,Grant County,7618
14339,46,53,South Dakota,Gregory County,4110
14345,46,55,South Dakota,Haakon County,1834
14351,46,57,South Dakota,Hamlin County,6596
14357,46,59,South Dakota,Hand County,3097
14363,46,61,South Dakota,Hanson County,3477
14369,46,63,South Dakota,Harding County,1325
14375,46,65,South Dakota,Hughes County,17526
14381,46,67,South Dakota,Hutchinson County,7416
14387,46,69,South Dakota,Hyde County,1215
14393,46,71,South Dakota,Jackson County,2737
14399,46,73,South Dakota,Jerauld County,1689
14405,46,75,South Dakota,Jones County,874
14411,46,77,South Dakota,Kingsbury County,5261
14417,46,79,South Dakota,Lake County,11006
14423,46,81,South Dakota,Lawrence County,28809
14429,46,83,South Dakota,Lincoln County,75244
14435,46,85,South Dakota,Lyman County,3721
14441,46,87,South Dakota,McCook County,5771
14447,46,89,South Dakota,McPherson County,2307
14453,46,91,South Dakota,Marshall County,4395
14459,46,93,South Dakota,Meade County,30918
14465,46,95,South Dakota,Mellette County,1834
14471,46,97,South Dakota,Miner County,2303
14477,46,99,South Dakota,Minnehaha County,208639
14483,46,101,South Dakota,Moody County,6529
14489,46,102,South Dakota,Oglala Lakota County,13360
14495,46,103,South Dakota,Pennington County,115979
14501,46,105,South Dakota,Perkins County,2832
14507,46,107,South Dakota,Potter County,2402
14513,46,109,South Dakota,Roberts County,10283
14519,46,111,South Dakota,Sanborn County,2392
14525,46,115,South Dakota,Spink County,6108
14531,46,117,South Dakota,Stanley County,3015
14537,46,119,South Dakota,Sully County,1468
14543,46,121,South Dakota,Todd County,9172
14549,46,123,South Dakota,Tripp County,5717
14555,46,125,South Dakota,Turner County,9087
14561,46,127,South Dakota,Union County,17402
14567,46,129,South Dakota,Walworth County,5270
14573,46,135,South Dakota,Yankton County,23509
14579,46,137,South Dakota,Ziebach County,2418
14585,47,1,Tennessee,Anderson County,81449
14591,47,3,Tennessee,Bedford County,54228
14597,47,5,Tennessee,Benton County,16173
14603,47,7,Tennessee,Bledsoe County,15591
14609,47,9,Tennessee,Blount County,142211
14615,47,11,Tennessee,Bradley County,113782
14621,47,13,Tennessee,Campbell County,40238
14627,47,15,Tennessee,Cannon County,15142
14633,47,17,Tennessee,Carroll County,29107
14639,47,19,Tennessee,Carter County,57434
14645,47,21,Tennessee,Cheatham County,42604
14651,47,23,Tennessee,Chester County,17876
14657,47,25,Tennessee,Claiborne County,33070
14663,47,27,Tennessee,Clay County,7857
14669,47,29,Tennessee,Cocke County,37596
14675,47,31,Tennessee,Coffee County,61285
14681,47,33,Tennessee,Crockett County,13973
14687,47,35,Tennessee,Cumberland County,65618
14693,47,37,Tennessee,Davidson County,729505
14699,47,39,Tennessee,Decatur County,11800
14705,47,41,Tennessee,DeKalb County,21747
14711,47,43,Tennessee,Dickson County,57641
14717,47,45,Tennessee,Dyer County,36403
14723,47,47,Tennessee,Fayette County,44476
14729,47,49,Tennessee,Fentress County,20129
14735,47,51,Tennessee,Franklin County,45137
14741,47,53,Tennessee,Gibson County,51422
14747,47,55,Tennessee,Giles County,30971
14753,47,57,Tennessee,Grainger County,25073
14759,47,59,Tennessee,Greene County,73398
14765,47,61,Tennessee,Grundy County,14148
14771,47,63,Tennessee,Hamblen County,67715
14777,47,65,Tennessee,Hamilton County,386256
14783,47,67,Tennessee,Hancock County,7038
14789,47,69,Tennessee,Hardeman County,25434
14795,47,71,Tennessee,Hardin County,27617
14801,47,73,Tennessee,Hawkins County,59371
14807,47,75,Tennessee,Haywood County,17097
14813,47,77,Tennessee,Henderson County,28183
14819,47,79,Tennessee,Henry County,32883
14825,47,81,Tennessee,Hickman County,25859
14831,47,83,Tennessee,Houston County,8538
14837,47,85,Tennessee,Humphreys County,19554
14843,47,87,Tennessee,Jackson County,12376
14849,47,89,Tennessee,Jefferson County,59217
14855,47,91,Tennessee,Johnson County,18506
14861,47,93,Tennessee,Knox County,506748
14867,47,95,Tennessee,Lake County,6422
14873,47,97,Tennessee,Lauderdale County,24630
14879,47,99,Tennessee,Lawrence County,46467
14885,47,101,Tennessee,Lewis County,13418
14891,47,103,Tennessee,Lincoln County,36751
14897,47,105,Tennessee,Loudon County,62129
14903,47,107,Tennessee,McMinn County,56754
14909,47,109,Tennessee,McNairy County,26103
14915,47,111,Tennessee,Macon County,27189
14921,47,113,Tennessee,Madison County,100409
14927,47,115,Tennessee,Marion County,29826
14933,47,117,Tennessee,Marshall County,37847
14939,47,119,Tennessee,Maury County,113411
14945,47,121,Tennessee,Meigs County,13937
14951,47,123,Tennessee,Monroe County,49154
14957,47,125,Tennessee,Montgomery County,246025
14963,47,127,Tennessee,Moore County,6773
14969,47,129,Tennessee,Morgan County,21954
14975,47,131,Tennessee,Obion County,30261
14981,47,133,Tennessee,Overton County,23551
14987,47,135,Tennessee,Perry County,8987
14993,47,137,Tennessee,Pickett County,5108
14999,47,139,Tennessee,Polk County,18338
15005,47,141,Tennessee,Putnam County,84894
15011,47,143,Tennessee,Rhea County,34759
15017,47,145,Tennessee,Roane County,56742
15023,47,147,Tennessee,Robertson County,78459
15029,47,149,Tennessee,Rutherford County,376996
15035,47,151,Tennessee,Scott County,22517
15041,47,153,Tennessee,Sequatchie County,17620
15047,47,155,Tennessee,Sevier County,100184
15053,47,157,Tennessee,Shelby County,910530
15059,47,159,Tennessee,Smith County,20783
15065,47,161,Tennessee,Stewart County,14365
15071,47,163,Tennessee,Sullivan County,162703
15077,47,165,Tennessee,Sumner County,211721
15083,47,167,Tennessee,Tipton County,62187
15089,47,169,Tennessee,Trousdale County,12159
15095,47,171,Tennessee,Unicoi County,17872
15101,47,173,Tennessee,Union County,21064
15107,47,175,Tennessee,Van Buren County,6686
15113,47,177,Tennessee,Warren County,43619
15119,47,179,Tennessee,Washington County,139642
15125,47,181,Tennessee,Wayne County,15974
15131,47,183,Tennessee,Weakley County,33162
15137,47,185,Tennessee,White County,29108
15143,47,187,Tennessee,Williamson County,269136
15149,47,189,Tennessee,Wilson County,169948
15155,48,1,Texas,Anderson County,59512
15161,48,3,Texas,Andrews County,18923
15167,48,5,Texas,Angelina County,88094
15173,48,7,Texas,Aransas County,25595
15179,48,9,Texas,Archer County,9155
15185,48,11,Texas,Armstrong County,1809
15191,48,13,Texas,Atascosa County,52783
15197,48,15,Texas,Austin County,32546
15203,48,17,Texas,Bailey County,7031
15209,48,19,Texas,Bandera County,22830
15215,48,21,Texas,Bastrop County,114931
15221,48,23,Texas,Baylor County,3533
15227,48,25,Texas,Bee County,31226
15233,48,27,Texas,Bell County,399578
15239,48,29,Texas,Bexar County,2127737
15245,48,31,Texas,Blanco County,13358
15251,48,33,Texas,Borden County,557
15257,48,35,Texas,Bosque County,19013
15263,48,37,Texas,Bowie County,91992
15269,48,39,Texas,Brazoria County,413224
15275,48,41,Texas,Brazos County,249624
15281,48,43,Texas,Brewster County,9508
15287,48,45,Texas,Briscoe County,1494
15293,48,47,Texas,Brooks County,6740
15299,48,49,Texas,Brown County,38631
15305,48,51,Texas,Burleson County,20179
15311,48,53,Texas,Burnet County,55722
15317,48,55,Texas,Caldwell County,52430
15323,48,57,Texas,Calhoun County,19942
15329,48,59,Texas,Callahan County,14615
15335,48,61,Texas,Cameron County,431874
15341,48,63,Texas,Camp County,13164
15347,48,65,Texas,Carson County,5822
15353,48,67,Texas,Cass County,28622
15359,48,69,Texas,Castro County,7380
15365,48,71,Texas,Chambers County,56179
15371,48,73,Texas,Cherokee County,53223
15377,48,75,Texas,Childress County,6679
15383,48,77,Texas,Clay County,10730
15389,48,79,Texas,Cochran County,2583
15395,48,81,Texas,Coke County,3396
15401,48,83,Texas,Coleman County,7990
15407,48,85,Texas,Collin County,1254658
15413,48,87,Texas,Collingsworth County,2611
15419,48,89,Texas,Colorado County,21475
15425,48,91,Texas,Comal County,201628
15431,48,93,Texas,Comanche County,14359
15437,48,95,Texas,Concho County,3326
15443,48,97,Texas,Cooke County,44258
15449,48,99,Texas,Coryell County,86370
15455,48,101,Texas,Cottle County,1263
15461,48,103,Texas,Crane County,4594
15467,48,105,Texas,Crockett County,2799
15473,48,107,Texas,Crosby County,5030
15479,48,109,Texas,Culberson County,2254
15485,48,111,Texas,Dallam County,7526
15491,48,113,Texas,Dallas County,2656028
15497,48,115,Texas,Dawson County,11758
15503,48,117,Texas,Deaf Smith County,18495
15509,48,119,Texas,Delta County,5647
15515,48,121,Texas,Denton County,1045120
15521,48,123,Texas,DeWitt County,20252
15527,48,125,Texas,Dickens County,1725
15533,48,127,Texas,Dimmit County,8181
15539,48,129,Texas,Donley County,3193
15545,48,131,Texas,Duval County,9585
15551,48,133,Texas,Eastland County,18290
15557,48,135,Texas,Ector County,170022
15563,48,137,Texas,Edwards County,1383
15569,48,139,Texas,Ellis County,232387
15575,48,141,Texas,El Paso County,875784
15581,48,143,Texas,Erath County,44496
15587,48,145,Texas,Falls County,17752
15593,48,147,Texas,Fannin County,38650
15599,48,149,Texas,Fayette County,25488
15605,48,151,Texas,Fisher County,3665
15611,48,153,Texas,Floyd County,5042
15617,48,155,Texas,Foard County,1053
15623,48,157,Texas,Fort Bend County,958434
15629,48,159,Texas,Franklin County,10912
15635,48,161,Texas,Freestone County,20645
15641,48,163,Texas,Frio County,19520
15647,48,165,Texas,Gaines County,22892
15653,48,167,Texas,Galveston County,367407
15659,48,169,Texas,Garza County,4645
15665,48,171,Texas,Gillespie County,28159
15671,48,173,Texas,Glasscock County,1153
15677,48,175,Texas,Goliad County,7221
15683,48,177,Texas,Gonzales County,20040
15689,48,179,Texas,Gray County,20888
15695,48,181,Texas,Grayson County,150532
15701,48,183,Texas,Gregg County,126679
15707,48,185,Texas,Grimes County,33448
15713,48,187,Texas,Guadalupe County,195166
15719,48,189,Texas,Hale County,31953
15725,48,191,Texas,Hall County,2828
15731,48,193,Texas,Hamilton County,8644
15737,48,195,Texas,Hansford County,5006
15743,48,197,Texas,Hardeman County,3417
15749,48,199,Texas,Hardin County,58670
15755,48,201,Texas,Harris County,5009302
15761,48,203,Texas,Harrison County,71370
15767,48,205,Texas,Hartley County,4996
15773,48,207,Texas,Haskell County,5435
15779,48,209,Texas,Hays County,292029
15785,48,211,Texas,Hemphill County,3134
15791,48,213,Texas,Henderson County,87467
15797,48,215,Texas,Hidalgo County,914820
15803,48,217,Texas,Hill County,38771
15809,48,219,Texas,Hockley County,21505
15815,48,221,Texas,Hood County,69126
15821,48,223,Texas,Hopkins County,38784
15827,48,225,Texas,Houston County,22197
15833,48,227,Texas,Howard County,30833
15839,48,229,Texas,Hudspeth County,3608
15845,48,231,Texas,Hunt County,118729
15851,48,233,Texas,Hutchinson County,19721
15857,48,235,Texas,Irion County,1526
15863,48,237,Texas,Jack County,9398
15869,48,239,Texas,Jackson County,15284
15875,48,241,Texas,Jasper County,32907
15881,48,243,Texas,Jeff Davis County,1778
15887,48,245,Texas,Jefferson County,253948
15893,48,247,Texas,Jim Hogg County,4583
15899,48,249,Texas,Jim Wells County,38886
15905,48,251,Texas,Johnson County,210547
15911,48,253,Texas,Jones County,20850
15917,48,255,Texas,Karnes County,15137
15923,48,257,Texas,Kaufman County,197829
15929,48,259,Texas,Kendall County,51828
15935,48,261,Texas,Kenedy County,330
15941,48,263,Texas,Kent County,703
15947,48,265,Texas,Kerr County,53900
15953,48,267,Texas,Kimble County,4401
15959,48,269,Texas,King County,215
15965,48,271,Texas,Kinney County,3191
15971,48,273,Texas,Kleberg County,30442
15977,48,275,Texas,Knox County,3255
15983,48,277,Texas,Lamar County,51249
15989,48,279,Texas,Lamb County,12687
15995,48,281,Texas,Lampasas County,23539
16001,48,283,Texas,La Salle County,6679
16007,48,285,Texas,Lavaca County,20605
16013,48,287,Texas,Lee County,18451
16019,48,289,Texas,Leon County,16698
16025,48,291,Texas,Liberty County,115042
16031,48,293,Texas,Limestone County,22569
16037,48,295,Texas,Lipscomb County,2880
16043,48,297,Texas,Live Oak County,11967
16049,48,299,Texas,Llano County,23163
16055,48,301,Texas,Loving County,48
16061,48,303,Texas,Lubbock County,327394
16067,48,305,Texas,Lynn County,5952
16073,48,307,Texas,McCulloch County,7448
16079,48,309,Texas,McLennan County,270358
16085,48,311,Texas,McMullen County,565
16091,48,313,Texas,Madison County,13877
16097,48,315,Texas,Marion County,9704
16103,48,317,Texas,Martin County,5179
16109,48,319,Texas,Mason County,3987
16115,48,321,Texas,Matagorda County,36391
16121,48,323,Texas,Maverick County,58829
16127,48,325,Texas,Medina County,55619
16133,48,327,Texas,Menard County,1911
16139,48,329,Texas,Midland County,183587
16145,48,331,Texas,Milam County,26159
16151,48,333,Texas,Mills County,4563
16157,48,335,Texas,Mitchell County,8968
16163,48,337,Texas,Montague County,21890
16169,48,339,Texas,Montgomery County,749613
16175,48,341,Texas,Moore County,21872
16181,48,343,Texas,Morris County,12184
16187,48,345,Texas,Motley County,1015
16193,48,347,Texas,Nacogdoches County,65728
16199,48,349,Texas,Navarro County,56533
16205,48,351,Texas,Newton County,11908
16211,48,353,Texas,Nolan County,14182
16217,48,355,Texas,Nueces County,353125
16223,48,357,Texas,Ochiltree County,9717
16229,48,359,Texas,Oldham County,1823
16235,48,361,Texas,Orange County,86115
16241,48,363,Texas,Palo Pinto County,30231
16247,48,365,Texas,Panola County,23022
16253,48,367,Texas,Parker County,179707
16259,48,369,Texas,Parmer County,9669
16265,48,371,Texas,Pecos County,14712
16271,48,373,Texas,Polk County,54258
16277,48,375,Texas,Potter County,114649
16283,48,377,Texas,Presidio County,5686
16289,48,379,Texas,Rains County,13306
16295,48,381,Texas,Randall County,150547
16301,48,383,Texas,Reagan County,3139
16307,48,385,Texas,Real County,2772
16313,48,387,Texas,Red River County,11696
16319,48,389,Texas,Reeves County,11956
16325,48,391,Texas,Refugio County,6739
16331,48,393,Texas,Roberts County,837
16337,48,395,Texas,Robertson County,17659
16343,48,397,Texas,Rockwall County,137044
16349,48,399,Texas,Runnels County,9751
16355,48,401,Texas,Rusk County,53391
16361,48,403,Texas,Sabine County,10058
16367,48,405,Texas,San Augustine County,7767
16373,48,407,Texas,San Jacinto County,29326
16379,48,409,Texas,San Patricio County,71467
16385,48,411,Texas,San Saba County,5508
16391,48,413,Texas,Schleicher County,2302
16397,48,415,Texas,Scurry County,16211
16403,48,417,Texas,Shackelford County,3169
16409,48,419,Texas,Shelby County,24192
16415,48,421,Texas,Sherman County,2771
16421,48,423,Texas,Smith County,249091
16427,48,425,Texas,Somervell County,10098
16433,48,427,Texas,Starr County,66587
16439,48,429,Texas,Stephens County,9475
16445,48,431,Texas,Sterling County,1387
16451,48,433,Texas,Stonewall County,1235
16457,48,435,Texas,Sutton County,3269
16463,48,437,Texas,Swisher County,6877
16469,48,439,Texas,Tarrant County,2230708
16475,48,441,Texas,Taylor County,148813
16481,48,443,Texas,Terrell County,718
16487,48,445,Texas,Terry County,11602
16493,48,447,Texas,Throckmorton County,1532
16499,48,449,Texas,Titus County,31547
16505,48,451,Texas,Tom Green County,120103
16511,48,453,Texas,Travis County,1363767
16517,48,455,Texas,Trinity County,14489
16523,48,457,Texas,Tyler County,20560
16529,48,459,Texas,Upshur County,44050
16535,48,461,Texas,Upton County,3128
16541,48,463,Texas,Uvalde County,25138
16547,48,465,Texas,Val Verde County,47999
16553,48,467,Texas,Van Zandt County,65304
16559,48,469,Texas,Victoria County,91949
16565,48,471,Texas,Walker County,83722
16571,48,473,Texas,Waller County,65109
16577,48,475,Texas,Ward County,11038
16583,48,477,Texas,Washington County,37810
16589,48,479,Texas,Webb County,272823
16595,48,481,Texas,Wharton County,42035
16601,48,483,Texas,Wheeler County,4824
16607,48,485,Texas,Wichita County,129984
16613,48,487,Texas,Wilbarger County,12455
16619,48,489,Texas,Willacy County,20027
16625,48,491,Texas,Williamson County,727480
16631,48,493,Texas,Wilson County,55415
16637,48,495,Texas,Winkler County,7381
16643,48,497,Texas,Wise County,81275
16649,48,499,Texas,Wood County,48742
16655,48,501,Texas,Yoakum County,7581
16661,48,503,Texas,Young County,18236
16667,48,505,Texas,Zapata County,13819
16673,48,507,Texas,Zavala County,9209
16679,49,1,Utah,Beaver County,7424
16685,49,3,Utah,Box Elder County,64120
16691,49,5,Utah,Cache County,145487
16697,49,7,Utah,Carbon County,20613
16703,49,9,Utah,Daggett County,956
16709,49,11,Utah,Davis County,378470
16715,49,13,Utah,Duchesne County,20803
16721,49,15,Utah,Emery County,10161
16727,49,17,Utah,Garfield County,5290
16733,49,19,Utah,Grand County,9788
16739,49,21,Utah,Iron County,65936
16745,49,23,Utah,Juab County,13297
16751,49,25,Utah,Kane County,8525
16757,49,27,Utah,Millard County,13572
16763,49,29,Utah,Morgan County,13093
16769,49,31,Utah,Piute County,1534
16775,49,33,Utah,Rich County,2752
16781,49,35,Utah,Salt Lake County,1216274
16787,49,37,Utah,San Juan County,14601
16793,49,39,Utah,Sanpete County,30732
16799,49,41,Utah,Sevier County,22520
16805,49,43,Utah,Summit County,43109
16811,49,45,Utah,Tooele County,84488
16817,49,47,Utah,Uintah County,38307
16823,49,49,Utah,Utah County,747234
16829,49,51,Utah,Wasatch County,37858
16835,49,53,Utah,Washington County,207943
16841,49,55,Utah,Wayne County,2608
16847,49,57,Utah,Weber County,276118
16853,50,1,Vermont,Addison County,38047
16859,50,3,Vermont,Bennington County,37039
16865,50,5,Vermont,Caledonia County,30535
16871,50,7,Vermont,Chittenden County,170851
16877,50,9,Vermont,Essex County,6037
16883,50,11,Vermont,Franklin County,51066
16889,50,13,Vermont,Grand Isle County,7528
16895,50,15,Vermont,Lamoille County,26248
16901,50,17,Vermont,Orange County,30050
16907,50,19,Vermont,Orleans County,27726
16913,50,21,Vermont,Rutland County,60198
16919,50,23,Vermont,Washington County,59844
16925,50,25,Vermont,Windham County,45627
16931,50,27,Vermont,Windsor County,57697
16937,51,1,Virginia,Accomack County,33411
16943,51,3,Virginia,Albemarle County,117313
16949,51,5,Virginia,Alleghany County,14632
16955,51,7,Virginia,Amelia County,13716
16961,51,9,Virginia,Amherst County,31650
16967,51,11,Virginia,Appomattox County,16957
16973,51,13,Virginia,Arlington County,239807
16979,51,15,Virginia,Augusta County,78622
16985,51,17,Virginia,Bath County,4071
16991,51,19,Virginia,Bedford County,82182
16997,51,21,Virginia,Bland County,6186
17003,51,23,Virginia,Botetourt County,34129
17009,51,25,Virginia,Brunswick County,15750
17015,51,27,Virginia,Buchanan County,18632
17021,51,29,Virginia,Buckingham County,17115
17027,51,31,Virginia,Campbell County,55342
17033,51,33,Virginia,Caroline County,33477
17039,51,35,Virginia,Carroll County,29242
17045,51,36,Virginia,Charles City County,6564
17051,51,37,Virginia,Charlotte County,11258
17057,51,41,Virginia,Chesterfield County,389793
17063,51,43,Virginia,Clarke County,15598
17069,51,45,Virginia,Craig County,4829
17075,51,47,Virginia,Culpeper County,56125
17081,51,49,Virginia,Cumberland County,10062
17087,51,51,Virginia,Dickenson County,13411
17093,51,53,Virginia,Dinwiddie County,28576
17099,51,57,Virginia,Essex County,10683
17105,51,59,Virginia,Fairfax County,1160925
17111,51,61,Virginia,Fauquier County,75865
17117,51,63,Virginia,Floyd County,15658
17123,51,65,Virginia,Fluvanna County,28746
17129,51,67,Virginia,Franklin County,55637
17135,51,69,Virginia,Frederick County,98109
17141,51,71,Virginia,Giles County,16533
17147,51,73,Virginia,Gloucester County,40154
17153,51,75,Virginia,Goochland County,28223
17159,51,77,Virginia,Grayson County,15265
17165,51,79,Virginia,Greene County,21744
17171,51,81,Virginia,Greensville County,11150
17177,51,83,Virginia,Halifax County,33448
17183,51,85,Virginia,Hanover County,115309
17189,51,87,Virginia,Henrico County,338696
17195,51,89,Virginia,Henry County,49385
17201,51,91,Virginia,Highland County,2348
17207,51,93,Virginia,Isle of Wight County,40942
17213,51,95,Virginia,James City County,82797
17219,51,97,Virginia,King and Queen County,6747
17225,51,99,Virginia,King George County,28816
17231,51,101,Virginia,King William County,19232
17237,51,103,Virginia,Lancaster County,11062
17243,51,105,Virginia,Lee County,21780
17249,51,107,Virginia,Loudoun County,443380
17255,51,109,Virginia,Louisa County,42109
17261,51,111,Virginia,Lunenburg County,12060
17267,51,113,Virginia,Madison County,14252
17273,51,115,Virginia,Mathews County,8602
17279,51,117,Virginia,Mecklenburg County,30824
17285,51,119,Virginia,Middlesex County,10949
17291,51,121,Virginia,Montgomery County,98998
17297,51,125,Virginia,Nelson County,14766
17303,51,127,Virginia,New Kent County,27218
17309,51,131,Virginia,Northampton County,12004
17315,51,133,Virginia,Northumberland County,12397
17321,51,135,Virginia,Nottoway County,15632
17327,51,137,Virginia,Orange County,38986
17333,51,139,Virginia,Page County,23686
17339,51,141,Virginia,Patrick County,17308
17345,51,143,Virginia,Pittsylvania County,59410
17351,51,145,Virginia,Powhatan County,32392
17357,51,147,Virginia,Prince Edward County,22276
17363,51,149,Virginia,Prince George County,43589
17369,51,153,Virginia,Prince William County,497003
17375,51,155,Virginia,Pulaski County,33579
17381,51,157,Virginia,Rappahannock County,7479
17387,51,159,Virginia,Richmond County,9215
17393,51,161,Virginia,Roanoke County,97334
17399,51,163,Virginia,Rockbridge County,22368
17405,51,165,Virginia,Rockingham County,87674
17411,51,167,Virginia,Russell County,25420
17417,51,169,Virginia,Scott County,21388
17423,51,171,Virginia,Shenandoah County,45441
17429,51,173,Virginia,Smyth County,29137
17435,51,175,Virginia,Southampton County,17941
17441,51,177,Virginia,Spotsylvania County,152021
17447,51,179,Virginia,Stafford County,168919
17453,51,181,Virginia,Surry County,6579
17459,51,183,Virginia,Sussex County,10753
17465,51,185,Virginia,Tazewell County,38875
17471,51,187,Virginia,Warren County,42461
17477,51,191,Virginia,Washington County,54098
17483,51,193,Virginia,Westmoreland County,19235
17489,51,195,Virginia,Wise County,34973
17495,51,197,Virginia,Wythe County,28100
17501,51,199,Virginia,York County,71410
17507,51,510,Virginia,Alexandria city,159102
17513,51,520,Virginia,Bristol city,16316
17519,51,530,Virginia,Buena Vista city,6581
17525,51,540,Virginia,Charlottesville city,44767
17531,51,550,Virginia,Chesapeake city,254997
17537,51,570,Virginia,Colonial Heights city,18674
17543,51,580,Virginia,Covington city,5663
17549,51,590,Virginia,Danville city,41993
17555,51,595,Virginia,Emporia city,5402
17561,51,600,Virginia,Fairfax city,26340
17567,51,610,Virginia,Falls Church city,15034
17573,51,620,Virginia,Franklin city,8373
17579,51,630,Virginia,Fredericksburg city,29992
17585,51,640,Virginia,Galax city,6739
17591,51,650,Virginia,Hampton city,137596
17597,51,660,Virginia,Harrisonburg city,51164
17603,51,670,Virginia,Hopewell city,22970
17609,51,678,Virginia,Lexington city,7802
17615,51,680,Virginia,Lynchburg city,80301
17621,51,683,Virginia,Manassas city,43616
17627,51,685,Virginia,Manassas Park city,16611
17633,51,690,Virginia,Martinsville city,13834
17639,51,700,Virginia,Newport News city,183056
17645,51,710,Virginia,Norfolk city,231105
17651,51,720,Virginia,Norton city,3478
17657,51,730,Virginia,Petersburg city,34058
17663,51,735,Virginia,Poquoson city,12854
17669,51,740,Virginia,Portsmouth city,96482
17675,51,750,Virginia,Radford city,17273
17681,51,760,Virginia,Richmond city,233655
17687,51,770,Virginia,Roanoke city,97912
17693,51,775,Virginia,Salem city,25908
17699,51,790,Virginia,Staunton city,26361
17705,51,800,Virginia,Suffolk city,103105
17711,51,810,Virginia,Virginia Beach city,454808
17717,51,820,Virginia,Waynesboro city,23498
17723,51,830,Virginia,Williamsburg city,16030
17729,51,840,Virginia,Winchester city,27800
17735,53,1,Washington,Adams County,21039
17741,53,3,Washington,Asotin County,22523
17747,53,5,Washington,Benton County,218190
17753,53,7,Washington,Chelan County,81228
17759,53,9,Washington,Clallam County,77958
17765,53,11,Washington,Clark County,527269
17771,53,13,Washington,Columbia County,4025
17777,53,15,Washington,Cowlitz County,113982
17783,53,17,Washington,Douglas County,45795
17789,53,19,Washington,Ferry County,7543
17795,53,21,Washington,Franklin County,101238
17801,53,23,Washington,Garfield County,2404
17807,53,25,Washington,Grant County,104717
17813,53,27,Washington,Grays Harbor County,77893
17819,53,29,Washington,Island County,86478
17825,53,31,Washington,Jefferson County,33944
17831,53,33,Washington,King County,2340211
17837,53,35,Washington,Kitsap County,281420
17843,53,37,Washington,Kittitas County,48172
17849,53,39,Washington,Klickitat County,24124
17855,53,41,Washington,Lewis County,87049
17861,53,43,Washington,Lincoln County,11862
17867,53,45,Washington,Mason County,69632
17873,53,47,Washington,Okanogan County,44942
17879,53,49,Washington,Pacific County,24245
17885,53,51,Washington,Pend Oreille County,14332
17891,53,53,Washington,Pierce County,941170
17897,53,55,Washington,San Juan County,18668
17903,53,57,Washington,Skagit County,132736
17909,53,59,Washington,Skamania County,12660
17915,53,61,Washington,Snohomish County,864113
17921,53,63,Washington,Spokane County,555947
17927,53,65,Washington,Stevens County,49015
17933,53,67,Washington,Thurston County,302912
17939,53,69,Washington,Wahkiakum County,4800
17945,53,71,Washington,Walla Walla County,62068
17951,53,73,Washington,Whatcom County,234954
17957,53,75,Washington,Whitman County,48399
17963,53,77,Washington,Yakima County,258523
17969,54,1,West Virginia,Barbour County,15369
17975,54,3,West Virginia,Berkeley County,136287
17981,54,5,West Virginia,Boone County,20496
17987,54,7,West Virginia,Braxton County,12051
17993,54,9,West Virginia,Brooke County,21285
17999,54,11,West Virginia,Cabell County,91489
18005,54,13,West Virginia,Calhoun County,5873
18011,54,15,West Virginia,Clay County,7689
18017,54,17,West Virginia,Doddridge County,7615
